OBJECTID,AQI,Category,ResponsiblePollutant,PollenCount,PollenType,PollenDescription,ReportDateTime,Date,Week,Month,DayOfWeek,AQI_Level,Pollen_Level
1826,48,Good,Ozone 8-hr,9,Juniper, Maple,4/17/2020 5:00,4/17/2020,16,4,Friday,Good,Moderate
1827,44,Good,Ozone 8-hr,9,Birch, Mulberry,4/16/2020 5:00,4/16/2020,16,4,Thursday,Good,Moderate
1828,37,Good,Ozone 8-hr,9,Birch, Mulberry,4/15/2020 5:00,4/15/2020,16,4,Wednesday,Good,Moderate
1829,31,Good,Ozone 8-hr,8,Birch, Mulberry,4/14/2020 5:00,4/14/2020,16,4,Tuesday,Good,Moderate
1830,36,Good,Ozone 8-hr,7,Birch, Mulberry,4/13/2020 5:00,4/13/2020,16,4,Monday,Good,Moderate
1831,48,Good,Ozone 8-hr,6,Birch, Mulberry,4/12/2020 5:00,4/12/2020,15,4,Sunday,Good,Moderate
1832,39,Good,Ozone 8-hr,10,Birch, Mulberry,4/11/2020 5:00,4/11/2020,15,4,Saturday,Good,Moderate
1833,44,Good,Ozone 8-hr,9,Birch, Mulberry,4/10/2020 5:00,4/10/2020,15,4,Friday,Good,Moderate
1834,35,Good,Ozone 8-hr,10,Juniper, Maple,4/9/2020 5:00,4/9/2020,15,4,Thursday,Good,Moderate
1835,51,Moderate,PM2.5,10,Juniper, Maple,4/8/2020 5:00,4/8/2020,15,4,Wednesday,Moderate,Moderate
1836,50,Good,Ozone 8-hr,8,Juniper, Maple,4/7/2020 5:00,4/7/2020,15,4,Tuesday,Good,Moderate
1837,52,Moderate,PM2.5,10,Juniper, Maple,4/6/2020 5:00,4/6/2020,15,4,Monday,Moderate,Moderate
1838,58,Moderate,Ozone 8-hr,9,Juniper, Maple,4/5/2020 5:00,4/5/2020,14,4,Sunday,Moderate,Moderate
1839,44,Good,Ozone 8-hr,10,Juniper, Maple,4/4/2020 5:00,4/4/2020,14,4,Saturday,Good,Moderate
1840,38,Good,Ozone 8-hr,10,Juniper, Maple,4/3/2020 5:00,4/3/2020,14,4,Friday,Good,Moderate
1841,32,Good,Ozone 8-hr,10,Elm, Juniper,4/2/2020 5:00,4/2/2020,14,4,Thursday,Good,Moderate
1842,38,Good,Ozone 8-hr,9,Elm, Juniper,4/1/2020 5:00,4/1/2020,14,4,Wednesday,Good,Moderate
1843,37,Good,Ozone 8-hr,2,Elm, Juniper,3/31/2020 5:00,3/31/2020,14,3,Tuesday,Good,Low
1844,43,Good,Ozone 8-hr,10,Elm, Juniper,3/30/2020 5:00,3/30/2020,14,3,Monday,Good,Moderate
1845,53,Moderate,PM2.5,6,Elm, Juniper,3/29/2020 5:00,3/29/2020,13,3,Sunday,Moderate,Moderate
1846,55,Moderate,PM2.5,11,Elm, Juniper,3/28/2020 5:00,3/28/2020,13,3,Saturday,Moderate,Moderate
1847,44,Good,Ozone 8-hr,11,Elm, Juniper,3/27/2020 5:00,3/27/2020,13,3,Friday,Good,Moderate
1848,32,Good,Ozone 8-hr,11,Juniper, Maple,3/26/2020 5:00,3/26/2020,13,3,Thursday,Good,Moderate
1849,21,Good,Ozone 8-hr,9,Juniper, Maple,3/25/2020 5:00,3/25/2020,13,3,Wednesday,Good,Moderate
1850,25,Good,Ozone 8-hr,1,Juniper, Maple,3/24/2020 5:00,3/24/2020,13,3,Tuesday,Good,Low
1851,24,Good,Ozone 8-hr,1,Juniper, Maple,3/23/2020 5:00,3/23/2020,13,3,Monday,Good,Low
1852,25,Good,Ozone 8-hr,9,Juniper, Maple,3/22/2020 5:00,3/22/2020,12,3,Sunday,Good,Moderate
1853,26,Good,Ozone 8-hr,9,Juniper, Maple,3/21/2020 5:00,3/21/2020,12,3,Saturday,Good,Moderate
1854,41,Good,PM2.5,2,Juniper, Maple,3/20/2020 5:00,3/20/2020,12,3,Friday,Good,Low
1855,38,Good,PM2.5,5,Juniper, Maple,3/19/2020 5:00,3/19/2020,12,3,Thursday,Good,Low
1856,19,Good,Ozone 8-hr,9,Juniper, Maple,3/18/2020 5:00,3/18/2020,12,3,Wednesday,Good,Moderate
1857,27,Good,Ozone 8-hr,7,Juniper, Maple,3/17/2020 5:00,3/17/2020,12,3,Tuesday,Good,Moderate
1858,31,Good,Ozone 8-hr,9,Juniper, Maple,3/16/2020 5:00,3/16/2020,12,3,Monday,Good,Moderate
1859,27,Good,Ozone 8-hr,8,Juniper, Maple,3/15/2020 5:00,3/15/2020,11,3,Sunday,Good,Moderate
1860,31,Good,Ozone 8-hr,3,Juniper, Maple,3/14/2020 5:00,3/14/2020,11,3,Saturday,Good,Low
1861,38,Good,PM2.5,6,Juniper, Maple,3/13/2020 5:00,3/13/2020,11,3,Friday,Good,Moderate
1862,36,Good,PM2.5,10,Alder, Juniper,3/12/2020 5:00,3/12/2020,11,3,Thursday,Good,Moderate
1863,24,Good,Ozone 8-hr,8,Alder, Juniper,3/11/2020 5:00,3/11/2020,11,3,Wednesday,Good,Moderate
1864,40,Good,Ozone 8-hr,5,Alder, Juniper,3/10/2020 5:00,3/10/2020,11,3,Tuesday,Good,Low
1865,44,Good,Ozone 8-hr,10,Alder, Juniper,3/9/2020 5:00,3/9/2020,11,3,Monday,Good,Moderate
1866,41,Good,Ozone 8-hr,8,Alder, Juniper,3/8/2020 6:00,3/8/2020,10,3,Sunday,Good,Moderate
1867,35,Good,Ozone 8-hr,7,Alder, Juniper,3/7/2020 6:00,3/7/2020,10,3,Saturday,Good,Moderate
1868,32,Good,Ozone 8-hr,9,Alder, Juniper,3/6/2020 6:00,3/6/2020,10,3,Friday,Good,Moderate
1869,32,Good,Ozone 8-hr,8,Alder, Juniper,3/5/2020 6:00,3/5/2020,10,3,Thursday,Good,Moderate
1870,49,Good,PM2.5,8,Alder, Juniper,3/4/2020 6:00,3/4/2020,10,3,Wednesday,Good,Moderate
1871,35,Good,PM2.5,4,Alder, Juniper,3/3/2020 6:00,3/3/2020,10,3,Tuesday,Good,Low
1872,50,Good,Ozone 8-hr,1,Alder, Juniper,3/2/2020 6:00,3/2/2020,10,3,Monday,Good,Low
1873,36,Good,PM2.5,8,Alder, Juniper,3/1/2020 6:00,3/1/2020,9,3,Sunday,Good,Moderate
1874,33,Good,Ozone 8-hr,0,Unknown,Not on file,2/29/2020 6:00,2/29/2020,9,2,Saturday,Good,Low
1875,20,Good,PM2.5,0,Unknown,Not on file,2/28/2020 6:00,2/28/2020,9,2,Friday,Good,Low
1876,29,Good,PM2.5,0,Unknown,Not on file,2/27/2020 6:00,2/27/2020,9,2,Thursday,Good,Low
1877,23,Good,PM2.5,0,Unknown,Not on file,2/26/2020 6:00,2/26/2020,9,2,Wednesday,Good,Low
1878,28,Good,PM2.5,0,Unknown,Not on file,2/25/2020 6:00,2/25/2020,9,2,Tuesday,Good,Low
1879,41,Good,PM2.5,0,Unknown,Not on file,2/24/2020 6:00,2/24/2020,9,2,Monday,Good,Low
1880,51,Moderate,PM2.5,0,Unknown,Not on file,2/23/2020 6:00,2/23/2020,8,2,Sunday,Moderate,Low
1881,31,Good,PM2.5,0,Unknown,Not on file,2/22/2020 6:00,2/22/2020,8,2,Saturday,Good,Low
1882,28,Good,PM2.5,0,Unknown,Not on file,2/21/2020 6:00,2/21/2020,8,2,Friday,Good,Low
1883,24,Good,PM2.5,0,Unknown,Not on file,2/20/2020 6:00,2/20/2020,8,2,Thursday,Good,Low
1884,28,Good,PM2.5,0,Unknown,Not on file,2/19/2020 6:00,2/19/2020,8,2,Wednesday,Good,Low
1885,43,Good,PM2.5,0,Unknown,Not on file,2/18/2020 6:00,2/18/2020,8,2,Tuesday,Good,Low
1886,45,Good,PM2.5,0,Unknown,Not on file,2/17/2020 6:00,2/17/2020,8,2,Monday,Good,Low
1887,28,Good,PM2.5,0,Unknown,Not on file,2/16/2020 6:00,2/16/2020,7,2,Sunday,Good,Low
1888,31,Good,PM2.5,0,Unknown,Not on file,2/15/2020 6:00,2/15/2020,7,2,Saturday,Good,Low
1889,25,Good,PM2.5,0,Unknown,Not on file,2/14/2020 6:00,2/14/2020,7,2,Friday,Good,Low
1890,23,Good,PM2.5,0,Unknown,Not on file,2/13/2020 6:00,2/13/2020,7,2,Thursday,Good,Low
1891,25,Good,PM2.5,0,Unknown,Not on file,2/12/2020 6:00,2/12/2020,7,2,Wednesday,Good,Low
1892,30,Good,PM2.5,0,Unknown,Not on file,2/11/2020 6:00,2/11/2020,7,2,Tuesday,Good,Low
1893,31,Good,PM2.5,0,Unknown,Not on file,2/10/2020 6:00,2/10/2020,7,2,Monday,Good,Low
1894,32,Good,PM2.5,0,Unknown,Not on file,2/9/2020 6:00,2/9/2020,6,2,Sunday,Good,Low
1895,32,Good,PM2.5,0,Unknown,Not on file,2/8/2020 6:00,2/8/2020,6,2,Saturday,Good,Low
1896,15,Good,PM2.5,0,Unknown,Not on file,2/7/2020 6:00,2/7/2020,6,2,Friday,Good,Low
1897,9,Good,PM2.5,0,Unknown,Not on file,2/6/2020 6:00,2/6/2020,6,2,Thursday,Good,Low
1898,29,Good,PM2.5,0,Unknown,Not on file,2/5/2020 6:00,2/5/2020,6,2,Wednesday,Good,Low
1899,30,Good,PM2.5,0,Unknown,Not on file,2/4/2020 6:00,2/4/2020,6,2,Tuesday,Good,Low
1900,22,Good,PM2.5,0,Unknown,Not on file,2/3/2020 6:00,2/3/2020,6,2,Monday,Good,Low
1901,29,Good,PM2.5,0,Unknown,Not on file,2/2/2020 6:00,2/2/2020,5,2,Sunday,Good,Low
1902,52,Moderate,PM2.5,0,Unknown,Not on file,2/1/2020 6:00,2/1/2020,5,2,Saturday,Moderate,Low
1903,39,Good,PM2.5,0,Unknown,Not on file,1/31/2020 6:00,1/31/2020,5,1,Friday,Good,Low
1904,38,Good,PM2.5,0,Unknown,Not on file,1/30/2020 6:00,1/30/2020,5,1,Thursday,Good,Low
1905,50,Good,PM2.5,0,Unknown,Not on file,1/29/2020 6:00,1/29/2020,5,1,Wednesday,Good,Low
1906,33,Good,PM2.5,0,Unknown,Not on file,1/28/2020 6:00,1/28/2020,5,1,Tuesday,Good,Low
1907,30,Good,PM2.5,0,Unknown,Not on file,1/27/2020 6:00,1/27/2020,5,1,Monday,Good,Low
1908,30,Good,PM2.5,0,Unknown,Not on file,1/26/2020 6:00,1/26/2020,4,1,Sunday,Good,Low
1909,17,Good,PM2.5,0,Unknown,Not on file,1/25/2020 6:00,1/25/2020,4,1,Saturday,Good,Low
1910,33,Good,PM2.5,0,Unknown,Not on file,1/24/2020 6:00,1/24/2020,4,1,Friday,Good,Low
1911,44,Good,PM2.5,0,Unknown,Not on file,1/23/2020 6:00,1/23/2020,4,1,Thursday,Good,Low
1912,35,Good,PM2.5,0,Unknown,Not on file,1/22/2020 6:00,1/22/2020,4,1,Wednesday,Good,Low
1913,33,Good,PM2.5,0,Unknown,Not on file,1/21/2020 6:00,1/21/2020,4,1,Tuesday,Good,Low
1914,24,Good,PM2.5,0,Unknown,Not on file,1/20/2020 6:00,1/20/2020,4,1,Monday,Good,Low
1915,23,Good,PM2.5,0,Unknown,Not on file,1/19/2020 6:00,1/19/2020,3,1,Sunday,Good,Low
1916,18,Good,PM2.5,0,Unknown,Not on file,1/18/2020 6:00,1/18/2020,3,1,Saturday,Good,Low
1917,30,Good,PM2.5,0,Unknown,Not on file,1/17/2020 6:00,1/17/2020,3,1,Friday,Good,Low
1918,26,Good,PM2.5,0,Unknown,Not on file,1/16/2020 6:00,1/16/2020,3,1,Thursday,Good,Low
1919,31,Good,PM2.5,0,Unknown,Not on file,1/15/2020 6:00,1/15/2020,3,1,Wednesday,Good,Low
1920,37,Good,PM2.5,0,Unknown,Not on file,1/14/2020 6:00,1/14/2020,3,1,Tuesday,Good,Low
1921,26,Good,PM2.5,0,Unknown,Not on file,1/13/2020 6:00,1/13/2020,3,1,Monday,Good,Low
1922,21,Good,PM2.5,0,Unknown,Not on file,1/12/2020 6:00,1/12/2020,2,1,Sunday,Good,Low
1923,38,Good,PM2.5,0,Unknown,Not on file,1/11/2020 6:00,1/11/2020,2,1,Saturday,Good,Low
1924,35,Good,PM2.5,0,Unknown,Not on file,1/10/2020 6:00,1/10/2020,2,1,Friday,Good,Low
1925,33,Good,PM2.5,0,Unknown,Not on file,1/9/2020 6:00,1/9/2020,2,1,Thursday,Good,Low
1926,30,Good,PM2.5,0,Unknown,Not on file,1/8/2020 6:00,1/8/2020,2,1,Wednesday,Good,Low
1927,27,Good,PM2.5,0,Unknown,Not on file,1/7/2020 6:00,1/7/2020,2,1,Tuesday,Good,Low
1928,26,Good,PM2.5,0,Unknown,Not on file,1/6/2020 6:00,1/6/2020,2,1,Monday,Good,Low
1929,35,Good,PM2.5,0,Unknown,Not on file,1/5/2020 6:00,1/5/2020,1,1,Sunday,Good,Low
1930,21,Good,PM2.5,0,Unknown,Not on file,1/4/2020 6:00,1/4/2020,1,1,Saturday,Good,Low
1931,24,Good,PM2.5,0,Unknown,Not on file,1/3/2020 6:00,1/3/2020,1,1,Friday,Good,Low
1932,22,Good,PM2.5,0,Unknown,Not on file,1/2/2020 6:00,1/2/2020,1,1,Thursday,Good,Low
1933,19,Good,PM2.5,0,Unknown,Not on file,1/1/2020 6:00,1/1/2020,1,1,Wednesday,Good,Low
1934,16,Good,PM2.5,0,Unknown,Not on file,12/31/2019 6:00,12/31/2019,1,12,Tuesday,Good,Low
1935,10,Good,PM2.5,0,Unknown,Not on file,12/30/2019 6:00,12/30/2019,1,12,Monday,Good,Low
1936,32,Good,PM2.5,0,Unknown,Not on file,12/29/2019 6:00,12/29/2019,52,12,Sunday,Good,Low
1937,49,Good,PM2.5,0,Unknown,Not on file,12/28/2019 6:00,12/28/2019,52,12,Saturday,Good,Low
1938,43,Good,PM2.5,0,Unknown,Not on file,12/27/2019 6:00,12/27/2019,52,12,Friday,Good,Low
1939,43,Good,PM2.5,0,Unknown,Not on file,12/26/2019 6:00,12/26/2019,52,12,Thursday,Good,Low
1940,52,Moderate,PM2.5,0,Unknown,Not on file,12/25/2019 6:00,12/25/2019,52,12,Wednesday,Moderate,Low
1941,22,Good,PM2.5,0,Unknown,Not on file,12/24/2019 6:00,12/24/2019,52,12,Tuesday,Good,Low
1942,39,Good,PM2.5,0,Unknown,Not on file,12/23/2019 6:00,12/23/2019,52,12,Monday,Good,Low
1943,52,Moderate,PM2.5,0,Unknown,Not on file,12/22/2019 6:00,12/22/2019,51,12,Sunday,Moderate,Low
1944,56,Moderate,PM2.5,0,Unknown,Not on file,12/21/2019 6:00,12/21/2019,51,12,Saturday,Moderate,Low
1945,51,Moderate,PM2.5,0,Unknown,Not on file,12/20/2019 6:00,12/20/2019,51,12,Friday,Moderate,Low
1946,30,Good,PM2.5,0,Unknown,Not on file,12/19/2019 6:00,12/19/2019,51,12,Thursday,Good,Low
1947,23,Good,PM2.5,0,Unknown,Not on file,12/18/2019 6:00,12/18/2019,51,12,Wednesday,Good,Low
1948,20,Good,PM2.5,0,Unknown,Not on file,12/17/2019 6:00,12/17/2019,51,12,Tuesday,Good,Low
1949,49,Good,PM2.5,0,Unknown,Not on file,12/16/2019 6:00,12/16/2019,51,12,Monday,Good,Low
1950,37,Good,PM2.5,0,Unknown,Not on file,12/15/2019 6:00,12/15/2019,50,12,Sunday,Good,Low
1951,23,Good,PM2.5,0,Unknown,Not on file,12/14/2019 6:00,12/14/2019,50,12,Saturday,Good,Low
1952,30,Good,PM2.5,0,Unknown,Not on file,12/13/2019 6:00,12/13/2019,50,12,Friday,Good,Low
1953,33,Good,PM2.5,0,Unknown,Not on file,12/12/2019 6:00,12/12/2019,50,12,Thursday,Good,Low
1954,26,Good,PM2.5,0,Unknown,Not on file,12/11/2019 6:00,12/11/2019,50,12,Wednesday,Good,Low
1955,43,Good,PM2.5,0,Unknown,Not on file,12/10/2019 6:00,12/10/2019,50,12,Tuesday,Good,Low
1956,52,Moderate,PM2.5,0,Unknown,Not on file,12/9/2019 6:00,12/9/2019,50,12,Monday,Moderate,Low
1957,57,Moderate,PM2.5,0,Unknown,Not on file,12/8/2019 6:00,12/8/2019,49,12,Sunday,Moderate,Low
1958,52,Moderate,PM2.5,0,Unknown,Not on file,12/7/2019 6:00,12/7/2019,49,12,Saturday,Moderate,Low
1959,38,Good,PM2.5,0,Unknown,Not on file,12/6/2019 6:00,12/6/2019,49,12,Friday,Good,Low
1960,30,Good,PM2.5,0,Unknown,Not on file,12/5/2019 6:00,12/5/2019,49,12,Thursday,Good,Low
1961,11,Good,PM2.5,0,Unknown,Not on file,12/4/2019 6:00,12/4/2019,49,12,Wednesday,Good,Low
1962,19,Good,PM2.5,0,Unknown,Not on file,12/3/2019 6:00,12/3/2019,49,12,Tuesday,Good,Low
1963,16,Good,PM2.5,0,Unknown,Not on file,12/2/2019 6:00,12/2/2019,49,12,Monday,Good,Low
1964,33,Good,PM2.5,0,Unknown,Not on file,12/1/2019 6:00,12/1/2019,48,12,Sunday,Good,Low
1965,26,Good,PM2.5,0,Unknown,Not on file,11/30/2019 6:00,11/30/2019,48,11,Saturday,Good,Low
1966,23,Good,PM2.5,0,Unknown,Not on file,11/29/2019 6:00,11/29/2019,48,11,Friday,Good,Low
1967,30,Good,PM2.5,0,Unknown,Not on file,11/28/2019 6:00,11/28/2019,48,11,Thursday,Good,Low
1968,38,Good,PM2.5,0,Unknown,Not on file,11/27/2019 6:00,11/27/2019,48,11,Wednesday,Good,Low
1969,38,Good,PM2.5,0,Unknown,Not on file,11/26/2019 6:00,11/26/2019,48,11,Tuesday,Good,Low
1970,28,Good,PM2.5,0,Unknown,Not on file,11/25/2019 6:00,11/25/2019,48,11,Monday,Good,Low
1971,20,Good,PM2.5,0,Unknown,Not on file,11/24/2019 6:00,11/24/2019,47,11,Sunday,Good,Low
1972,39,Good,PM2.5,0,Unknown,Not on file,11/23/2019 6:00,11/23/2019,47,11,Saturday,Good,Low
1973,51,Moderate,PM2.5,0,Unknown,Not on file,11/22/2019 6:00,11/22/2019,47,11,Friday,Moderate,Low
1974,36,Good,PM2.5,0,Unknown,Not on file,11/21/2019 6:00,11/21/2019,47,11,Thursday,Good,Low
1975,44,Good,PM2.5,0,Unknown,Not on file,11/20/2019 6:00,11/20/2019,47,11,Wednesday,Good,Low
1976,45,Good,PM2.5,0,Unknown,Not on file,11/19/2019 6:00,11/19/2019,47,11,Tuesday,Good,Low
1977,55,Moderate,PM2.5,0,Unknown,Not on file,11/18/2019 6:00,11/18/2019,47,11,Monday,Moderate,Low
1978,56,Moderate,PM2.5,0,Unknown,Not on file,11/17/2019 6:00,11/17/2019,46,11,Sunday,Moderate,Low
1979,55,Moderate,PM2.5,0,Unknown,Not on file,11/16/2019 6:00,11/16/2019,46,11,Saturday,Moderate,Low
1980,43,Good,PM2.5,0,Unknown,Not on file,11/15/2019 6:00,11/15/2019,46,11,Friday,Good,Low
1981,29,Good,PM2.5,0,Unknown,Not on file,11/14/2019 6:00,11/14/2019,46,11,Thursday,Good,Low
1982,28,Good,PM2.5,0,Unknown,Not on file,11/13/2019 6:00,11/13/2019,46,11,Wednesday,Good,Low
1983,27,Good,PM2.5,0,Unknown,Not on file,11/12/2019 6:00,11/12/2019,46,11,Tuesday,Good,Low
1984,28,Good,PM2.5,0,Unknown,Not on file,11/11/2019 6:00,11/11/2019,46,11,Monday,Good,Low
1985,32,Good,PM2.5,0,Unknown,Not on file,11/10/2019 6:00,11/10/2019,45,11,Sunday,Good,Low
1986,26,Good,PM2.5,0,Unknown,Not on file,11/9/2019 6:00,11/9/2019,45,11,Saturday,Good,Low
1987,36,Good,PM2.5,0,Unknown,Not on file,11/8/2019 6:00,11/8/2019,45,11,Friday,Good,Low
1988,39,Good,PM2.5,0,Unknown,Not on file,11/7/2019 6:00,11/7/2019,45,11,Thursday,Good,Low
1989,45,Good,PM2.5,0,Unknown,Not on file,11/6/2019 6:00,11/6/2019,45,11,Wednesday,Good,Low
1990,45,Good,PM2.5,0,Unknown,Not on file,11/5/2019 6:00,11/5/2019,45,11,Tuesday,Good,Low
1991,47,Good,PM2.5,0,Unknown,Not on file,11/4/2019 6:00,11/4/2019,45,11,Monday,Good,Low
1992,49,Good,PM2.5,0,Unknown,Not on file,11/3/2019 5:00,11/3/2019,44,11,Sunday,Good,Low
1993,40,Good,PM2.5,0,Unknown,Not on file,11/2/2019 5:00,11/2/2019,44,11,Saturday,Good,Low
1994,23,Good,Ozone 8-hr,0,Unknown,Not on file,11/1/2019 5:00,11/1/2019,44,11,Friday,Good,Low
1995,22,Good,PM2.5,0,Ragweed,Slight,10/31/2019 5:00,10/31/2019,44,10,Thursday,Good,Low
1996,37,Good,PM2.5,0,Ragweed,Slight,10/30/2019 5:00,10/30/2019,44,10,Wednesday,Good,Low
1997,33,Good,PM2.5,1,Ragweed,Slight,10/29/2019 5:00,10/29/2019,44,10,Tuesday,Good,Low
1998,28,Good,PM2.5,1,Ragweed,Slight,10/28/2019 5:00,10/28/2019,44,10,Monday,Good,Low
1999,22,Good,Ozone 8-hr,1,Ragweed,Slight,10/27/2019 5:00,10/27/2019,43,10,Sunday,Good,Low
2000,37,Good,PM2.5,0,Ragweed,Slight,10/26/2019 5:00,10/26/2019,43,10,Saturday,Good,Low
2001,48,Good,PM2.5,0,Ragweed,Slight,10/25/2019 5:00,10/25/2019,43,10,Friday,Good,Low
2002,35,Good,PM2.5,1,Ragweed,Slight,10/24/2019 5:00,10/24/2019,43,10,Thursday,Good,Low
2003,31,Good,Ozone 8-hr,2,Ragweed,Slight,10/23/2019 5:00,10/23/2019,43,10,Wednesday,Good,Low
2004,32,Good,Ozone 8-hr,0,Ragweed,Slight,10/22/2019 5:00,10/22/2019,43,10,Tuesday,Good,Low
2005,45,Good,PM2.5,0,Ragweed,Slight,10/21/2019 5:00,10/21/2019,43,10,Monday,Good,Low
2006,37,Good,PM2.5,2,Ragweed,Slight,10/20/2019 5:00,10/20/2019,42,10,Sunday,Good,Low
2007,35,Good,PM2.5,2,Ragweed,Slight,10/19/2019 5:00,10/19/2019,42,10,Saturday,Good,Low
2008,34,Good,PM2.5,2,Ragweed,Slight,10/18/2019 5:00,10/18/2019,42,10,Friday,Good,Low
2009,31,Good,Ozone 8-hr,2,Ragweed,Slight,10/17/2019 5:00,10/17/2019,42,10,Thursday,Good,Low
2010,42,Good,PM2.5,0,Ragweed,Slight,10/16/2019 5:00,10/16/2019,42,10,Wednesday,Good,Low
2011,49,Good,PM2.5,3,Ragweed,Slight,10/15/2019 5:00,10/15/2019,42,10,Tuesday,Good,Low
2012,46,Good,PM2.5,2,Ragweed,Slight,10/14/2019 5:00,10/14/2019,42,10,Monday,Good,Low
2013,38,Good,PM2.5,2,Ragweed,Slight,10/13/2019 5:00,10/13/2019,41,10,Sunday,Good,Low
2014,43,Good,Ozone 8-hr,0,Ragweed,Slight,10/12/2019 5:00,10/12/2019,41,10,Saturday,Good,Low
2015,39,Good,PM2.5,3,Ragweed,Slight,10/11/2019 5:00,10/11/2019,41,10,Friday,Good,Low
2016,41,Good,Ozone 8-hr,3,Elm, Grass,10/10/2019 5:00,10/10/2019,41,10,Thursday,Good,Low
2017,32,Good,Ozone 8-hr,3,Elm, Grass,10/9/2019 5:00,10/9/2019,41,10,Wednesday,Good,Low
2018,29,Good,Ozone 8-hr,4,Elm, Grass,10/8/2019 5:00,10/8/2019,41,10,Tuesday,Good,Low
2019,36,Good,PM2.5,0,Elm, Grass,10/7/2019 5:00,10/7/2019,41,10,Monday,Good,Low
2020,36,Good,PM2.5,0,Elm, Grass,10/7/2019 5:00,10/7/2019,41,10,Monday,Good,Low
2021,84,Moderate,Ozone 8-hr,0,Elm, Grass,10/6/2019 5:00,10/6/2019,40,10,Sunday,Moderate,Low
2022,41,Good,Ozone 8-hr,4,Elm, Grass,10/5/2019 5:00,10/5/2019,40,10,Saturday,Good,Low
2023,46,Good,Ozone 8-hr,5,Elm, Grass,10/4/2019 5:00,10/4/2019,40,10,Friday,Good,Low
2024,67,Moderate,PM2.5,5,Elm, Grass,10/3/2019 5:00,10/3/2019,40,10,Thursday,Moderate,Low
2025,65,Moderate,PM2.5,5,Elm, Grass,10/2/2019 5:00,10/2/2019,40,10,Wednesday,Moderate,Low
2026,69,Moderate,PM2.5,6,Elm, Grass,10/1/2019 5:00,10/1/2019,40,10,Tuesday,Moderate,Moderate
2027,63,Moderate,PM2.5,6,Elm, Grass,9/30/2019 5:00,9/30/2019,40,9,Monday,Moderate,Moderate
2028,54,Moderate,PM2.5,6,Elm, Grass,9/29/2019 5:00,9/29/2019,39,9,Sunday,Moderate,Moderate
2029,54,Moderate,PM2.5,6,Elm, Grass,9/28/2019 5:00,9/28/2019,39,9,Saturday,Moderate,Moderate
2030,43,Good,PM2.5,6,Elm, Grass,9/27/2019 5:00,9/27/2019,39,9,Friday,Good,Moderate
2031,47,Good,PM2.5,2,Elm, Grass,9/26/2019 5:00,9/26/2019,39,9,Thursday,Good,Low
2032,42,Good,Ozone 8-hr,6,Elm, Grass,9/25/2019 5:00,9/25/2019,39,9,Wednesday,Good,Moderate
2033,37,Good,PM2.5,7,Elm, Grass,9/24/2019 5:00,9/24/2019,39,9,Tuesday,Good,Moderate
2034,38,Good,PM2.5,5,Elm, Grass,9/23/2019 5:00,9/23/2019,39,9,Monday,Good,Low
2035,51,Moderate,Ozone 8-hr,8,Elm, Grass,9/22/2019 5:00,9/22/2019,38,9,Sunday,Moderate,Moderate
2036,51,Moderate,Ozone 8-hr,8,Elm, Grass,9/21/2019 5:00,9/21/2019,38,9,Saturday,Moderate,Moderate
2037,51,Moderate,PM2.5,8,Elm, Grass,9/20/2019 5:00,9/20/2019,38,9,Friday,Moderate,Moderate
2038,84,Moderate,Ozone 8-hr,8,Grass, Ragweed,9/19/2019 5:00,9/19/2019,38,9,Thursday,Moderate,Moderate
2039,64,Moderate,Ozone 8-hr,8,Grass, Ragweed,9/18/2019 5:00,9/18/2019,38,9,Wednesday,Moderate,Moderate
2040,64,Moderate,PM2.5,8,Grass, Ragweed,9/17/2019 5:00,9/17/2019,38,9,Tuesday,Moderate,Moderate
2041,68,Moderate,PM2.5,8,Grass, Ragweed,9/16/2019 5:00,9/16/2019,38,9,Monday,Moderate,Moderate
2042,48,Good,PM2.5,8,Grass, Ragweed,9/15/2019 5:00,9/15/2019,37,9,Sunday,Good,Moderate
2043,68,Moderate,PM2.5,8,Grass, Ragweed,9/14/2019 5:00,9/14/2019,37,9,Saturday,Moderate,Moderate
2044,59,Moderate,PM2.5,9,Grass, Ragweed,9/13/2019 5:00,9/13/2019,37,9,Friday,Moderate,Moderate
2045,77,Moderate,Ozone 8-hr,9,Grass, Ragweed,9/12/2019 5:00,9/12/2019,37,9,Thursday,Moderate,Moderate
2046,71,Moderate,Ozone 8-hr,9,Grass, Ragweed,9/11/2019 5:00,9/11/2019,37,9,Wednesday,Moderate,Moderate
2047,47,Good,Ozone 8-hr,9,Grass, Ragweed,9/10/2019 5:00,9/10/2019,37,9,Tuesday,Good,Moderate
2048,44,Good,Ozone 8-hr,9,Grass, Ragweed,9/9/2019 5:00,9/9/2019,37,9,Monday,Good,Moderate
2049,41,Good,Ozone 8-hr,9,Grass,Moderate,9/8/2019 5:00,9/8/2019,36,9,Sunday,Good,Moderate
2050,54,Moderate,PM2.5,10,Grass,Moderate,9/7/2019 5:00,9/7/2019,36,9,Saturday,Moderate,Moderate
2051,43,Good,Ozone 8-hr,10,Grass,Moderate,9/6/2019 5:00,9/6/2019,36,9,Friday,Good,Moderate
2052,61,Moderate,Ozone 8-hr,10,Grass, Ragweed,9/5/2019 5:00,9/5/2019,36,9,Thursday,Moderate,Moderate
2053,54,Moderate,Ozone 8-hr,10,Grass, Ragweed,9/4/2019 5:00,9/4/2019,36,9,Wednesday,Moderate,Moderate
